,TopHitNum,DriftRate,SNR,Freq,ChanIndx,FreqStart,FreqEnd,CoarseChanNum,FullNumHitsInRange,FileID,Source,MJD,RA,DEC,DELTAT,DELTAF,max_drift_rate,obs_length,Hit_ID,status,in_n_ons,RFI_in_range,delta_t
65,8,28.753978,202.740295,8414.493099,372,8414.488792,8414.497406,0,21,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
66,9,28.753978,629.954346,8414.441601,381,8414.437294,8414.445908,0,15,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
67,10,-9.584659,294.612274,8414.484496,369,8414.485931,8414.48306,0,14,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
68,11,9.584659,181.17424,8414.063936,513,8414.0625,8414.065371,0,3,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
69,12,28.753978,118.204849,8414.063946,514,8414.059639,8414.068253,0,5,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
70,13,-47.923296,68.753052,8414.061044,508,8414.068222,8414.053865,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
71,14,-38.338637,86.802994,8414.062479,509,8414.068222,8414.056737,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
72,15,38.338637,86.842117,8414.062521,515,8414.056778,8414.068263,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
73,16,38.338637,546.169434,8414.471647,364,8414.465904,8414.477389,0,37,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
74,17,38.338637,155.876251,8414.471647,373,8414.465904,8414.477389,0,37,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
75,18,38.338637,487.758209,8414.471647,382,8414.465904,8414.477389,0,37,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
76,19,47.923296,224.94693,8414.470221,384,8414.463043,8414.4774,0,37,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
77,20,47.923296,78.354965,8414.470221,385,8414.463043,8414.4774,0,37,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
78,21,9.584659,294.611115,8414.490228,371,8414.488792,8414.491664,0,20,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
79,22,19.169318,702.159668,8414.491664,363,8414.488792,8414.494535,0,20,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
80,23,-47.923296,468.973602,8414.490197,358,8414.497375,8414.483019,0,7,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
81,24,-47.923296,446.800232,8414.432977,375,8414.440155,8414.425798,0,12,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
82,25,-38.338637,155.81517,8414.468745,367,8414.474487,8414.463002,0,6,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
83,26,-38.338637,544.56842,8414.434412,376,8414.440155,8414.42867,0,12,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
84,27,47.923296,450.013794,8414.470221,365,8414.463043,8414.4774,0,37,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
85,28,47.923296,322.712067,8414.470221,366,8414.463043,8414.4774,0,37,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
86,29,47.923296,130.931992,8414.470221,374,8414.463043,8414.4774,0,37,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
87,30,47.923296,400.620972,8414.470221,383,8414.463043,8414.4774,0,37,/datax/scratch/wlll2x/mars_midres_coarse968/h5spliced_blc10111213141516o7o0212223242526o7o031323334353637_guppi_59256_67519_DIAG_Mars2020_0015.rawspec.0002_coarse968.h5,DIAG_MARS2020,59256.78146990741,00h00m00.000ss,+00d00m00.00s,1.073742,-2861.022949,47.923296,299.573969,,on_table_3,,,1254.0000001899898
